tconst,originalTitle,isAdult,startYear,runtimeMinutes,averageRating,numVotes,title,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,poster_url,original_language
tt0271885,Zig Zag,0,2002,101,5.9,1487,The Robbery,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0271946,Dak mo mai sing,0,2001,108,5.8,17411,Espion amateur,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,cn
tt0272020,The Last Castle,0,2001,131,6.9,78227,Le dernier château,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0272147,Vampires: Los Muertos,0,2002,94,4.5,7448,Vampires II - Adieu vampires,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,
tt0272152,K-PAX,0,2001,120,7.4,182400,K-PAX - L'homme qui vient de loin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,https://www.themoviedb.org/t/p/original/c8M0ylYFRpQJaxGwPwm3DKK2ltC.jpg,en
tt0272207,Narc,0,2002,105,7.1,40577,Narc,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.themoviedb.org/t/p/original/uGHFyVdMQKvIXlsLAoXa5nOUGF.jpg,en
tt0272338,Punch-Drunk Love,0,2002,95,7.3,161675,Punch-drunk love - Ivre d'amour,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.themoviedb.org/t/p/original/ni98pJPeHlfaxWQ3XUD0Bm4r9mb.jpg,en
tt0273069,L'adversaire,0,2002,129,6.8,3507,L'adversaire,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,fr
tt0273148,La chambre des officiers,0,2001,135,7.4,1671,La chambre des officiers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,fr
tt0273435,Ararat,0,2002,115,6.3,14472,Ararat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,en
tt0273517,Darkness,0,2002,88,5.4,19596,Darkness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,en
tt0273689,It's All About Love,0,2003,106,5.3,9591,It's all about love,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,en
tt0273799,Max Keeble's Big Move,0,2001,86,5.4,8089,Le Grand Coup de Max Keeble,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0273822,Mockingbird Don't Sing,0,2001,98,6.4,2004,Pour l'amour de Katie,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0274117,Sur mes lèvres,0,2001,115,7.3,15596,Sur mes lèvres,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,fr
tt0274155,Tanguy,0,2001,108,6.4,7140,"Tanguy, 28 ans, habite toujours chez ses parents",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0274166,Johnny English,0,2003,89,6.2,157877,Johnny English,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0274309,24 Hour Party People,0,2002,117,7.3,37016,24 Hour Party People,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.themoviedb.org/t/p/original/8f50NQ1wz6hdxfCISCPV8XQ6DII.jpg,en
tt0274407,Callas Forever,0,2002,108,6.4,2260,Callas Forever,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,en
tt0274428,Yadon ilaheyya,0,2002,92,6.6,3625,Intervention divine,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
tt0274497,Le fate ignoranti,0,2001,106,7.3,9229,Tableau de famille,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,it
tt0274558,The Hours,0,2002,110,7.5,130516,The Hours,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.themoviedb.org/t/p/original/bNxCndh11o28oJGgm85nkt1bmQV.jpg,en
tt0274711,People I Know,0,2002,100,5.4,11379,Influences,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0274812,Secretary,0,2002,107,6.9,90234,La secrétaire,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0274932,Tarkan: Viking Kani,0,1971,86,6.3,2188,Tarkan contre les Vikings,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,tr
tt0275067,Wendigo,0,2001,91,5.1,4337,Wendigo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,en
tt0275083,Musa,0,2001,158,7.2,10959,La princesse du désert,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
tt0275277,Cowboy Bebop: Tengoku no tobira,0,2001,115,7.8,47832,"Cowboy Bebop, le film",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.themoviedb.org/t/p/original/7i9sIU6ASTw2zwvvNuM0FJzmpKs.jpg,ja
tt0275309,Dogtown and Z-Boys,0,2001,91,7.6,12871,Dogtown and Z-Boys,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,en
tt0275491,La mala educación,0,2004,106,7.4,59301,La mauvaise éducation,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.themoviedb.org/t/p/original/du716YH0PKiL2kZgIPLkEblgHLX.jpg,es
tt0275719,Tape,0,2001,86,7.2,19858,Tape,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0275773,Versus,0,2000,119,6.3,13093,Versus l'ultime guerrier,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,ja
tt0275847,Lilo & Stitch,0,2002,85,7.3,184609,Lilo & Stitch,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.themoviedb.org/t/p/original/d73UqZWyw3MUMpeaFcENgLZ2kWS.jpg,en
tt0275947,Avenging Angelo,0,2002,97,5.1,9311,Mafia Love,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0276033,The Country Bears,0,2002,88,4.1,5581,Les Country Bears,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,en
tt0276501,Shiqi sui de dan che,0,2001,113,7.2,4573,Beijing Bicycle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,zh
tt0276751,About a Boy,0,2002,101,7.1,182415,Pour un garçon,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.themoviedb.org/t/p/original/qoZ1bD0q9EFqcNiEYbEigsRcNCt.jpg,en
tt0276816,Below,0,2002,105,6.1,22389,Abîmes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,en
tt0276820,Berlin Is in Germany,0,2001,99,7.1,1133,Berlin Is in Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,de
tt0276830,Blueberry,0,2004,124,5.1,11915,Muraya: L'expérience secrète de Mike Blueberry,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,en
tt0276919,Dogville,0,2003,178,8.0,146768,Dogville,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.themoviedb.org/t/p/original/lraVawavIXh5geMlVjpzCw9TGwR.jpg,da
tt0277027,I Am Sam,0,2001,132,7.6,149071,Sam je suis Sam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.themoviedb.org/t/p/original/wSgAn3zhgwuTOhhvvqcdxVqTLts.jpg,en
tt0277296,The Scorpion King,0,2002,92,5.5,137007,Le roi scorpion,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0277327,So weit die Füße tragen,0,2001,158,7.3,7482,Aussi loin que mes pas me portent,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,de
tt0277371,Not Another Teen Movie,0,2001,89,5.7,104579,Sex Academy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0277434,We Were Soldiers,0,2002,138,7.1,139828,Nous étions soldats,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.themoviedb.org/t/p/original/q2LeLzw4q9HTelkKx29dyTMf5zK.jpg,en
tt0277744,Dead Heat,0,2002,94,5.2,1415,Dead Heat - Pari à haut risque,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0277909,Mutant Aliens,0,2001,81,6.6,1201,Les mutants de l'espace,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,en
tt0277941,Ned Kelly,0,2003,110,6.4,26948,Ned Kelly,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0278295,All About the Benjamins,0,2002,95,5.8,14752,Chasseurs de Primes,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0278351,Bichunmoo,0,2000,118,6.1,2687,"Bichunmoo, légende d'un guerrier",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
tt0278413,Distance,0,2001,132,6.9,1585,Distance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ja
tt0278435,Enough,0,2002,115,5.7,43222,Plus jamais,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0278488,How High,0,2001,93,6.2,57511,How High: Étudiants en Herbe,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0278500,The Importance of Being Earnest,0,2002,97,6.8,23326,L'importance d'être constant,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0278504,Insomnia,0,2002,118,7.2,290659,Insomnia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,https://www.themoviedb.org/t/p/original/cwB0t4OHX1Pw1Umzc9jPgzalUpS.jpg,en
tt0278675,Revelation,0,2001,111,4.7,1631,Revelation,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0278731,Spider,0,2002,98,6.8,38519,Spider,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,en
tt0278736,Stanley Kubrick: A Life in Pictures,0,2001,142,8.0,11738,Stanley Kubrick: Une vie en images,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0278823,Hollywood Ending,0,2002,112,6.5,26917,Hollywood Ending,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0279064,Elling,0,2001,89,7.5,14949,Elling,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0279065,L'emploi du temps,0,2001,134,7.3,4806,L'emploi du temps,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0279113,The Good Girl,0,2002,93,6.4,45143,The Good Girl,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0279231,Minoes,0,2001,86,6.9,5069,Miaou!,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,nl
tt0279286,On the Line,0,2001,85,4.1,4236,Ticket for Love,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0279331,Dark Blue,0,2002,118,6.6,22204,Dark Blue,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0279493,Undercover Brother,0,2002,86,5.9,34816,Opération funky,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0279778,Divine Secrets of the Ya-Ya Sisterhood,0,2002,116,6.0,19600,Les divins secrets,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0279889,Joe Somebody,0,2001,98,5.5,10553,Super papa,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0279977,The Navigators,0,2001,96,6.9,2873,The Navigators,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0280015,Nadie te oye: Perfume de violetas,0,2001,90,7.1,1260,Parfum de violettes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
tt0280380,Trapped,0,2002,106,6.1,23929,Mauvais piège,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0280438,Ash Wednesday,0,2002,99,5.8,3066,Ash Wednesday: Le mercredi des Cendres,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0280460,The Banger Sisters,0,2002,98,5.6,16615,Sex fans des sixties,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0280462,The Barber,0,2002,94,5.7,1282,The Barber,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,en
tt0280477,Better Luck Tomorrow,0,2002,101,7.0,9791,Better Luck Tomorrow,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0280486,Bad Company,0,2002,116,5.6,47823,Bad Company,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0280490,The Hard Word,0,2002,102,6.0,3757,Twentyman,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0280491,Bloody Sunday,0,2002,107,7.6,24618,Bloody Sunday,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,https://www.themoviedb.org/t/p/original/oqdQMDJucR7R0ol0LFvzmqcDyEb.jpg,en
tt0280590,Mr. Deeds,0,2002,96,5.8,142987,Les aventures de Mister Deeds,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0280609,Dog Soldiers,0,2002,105,6.8,59293,Dog Soldiers,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,en
tt0280653,Amen.,0,2002,132,7.2,14143,Le Vicaire,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0280665,Femme Fatale,0,2002,114,6.2,35609,Femme fatale,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,en
tt0280696,Garage Days,0,2002,105,5.8,2832,Garage Days,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,en
tt0280707,Gosford Park,0,2001,137,7.2,86558,Gosford Park,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.themoviedb.org/t/p/original/1h12RzwEI1xYtBWJ7THRnkmrcaQ.jpg,en
tt0280720,The Guru,0,2002,94,5.4,15188,Le gourou et les femmes,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,en
tt0280760,Igby Goes Down,0,2002,98,6.9,33380,Igby,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0280870,Liberty Stands Still,0,2002,96,5.7,7650,La Cible,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0280990,Nid de guêpes,0,2002,107,6.7,5512,Nid de guêpes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,fr
tt0281190,Shottas,0,2002,95,6.0,4437,Gangsters Jamaica,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0281322,Undisputed,0,2002,96,6.1,32173,Un seul deviendra invincible,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0281358,A Walk to Remember,0,2002,101,7.3,208686,Le temps d'un automne,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.themoviedb.org/t/p/original/8lUYMvWdHA0Q0k5F76RQCeCBUkA.jpg,en
tt0281364,Wasabi,0,2001,94,6.6,39863,La petite moutarde qui monte au nez,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0281373,Snow Dogs,0,2002,99,5.2,26852,Chiens des neiges,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0281686,Bubba Ho-Tep,0,2002,92,6.9,48152,Bubba Ho-Tep,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,en
tt0281718,Chingoo,0,2001,113,7.2,4993,Friend,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
tt0281820,The Good Thief,0,2002,109,6.5,10489,L'homme de la Riviera,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0281924,I Am Dina,0,2002,125,6.5,5518,Dina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,da
tt0282120,The Wild Thornberrys Movie,0,2002,85,5.6,14665,"La famille Delajungle, le film",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0282163,Shredder,0,2001,86,4.5,1756,"Shredder, du sang sur la neige",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
tt0282209,Darkness Falls,0,2003,86,4.9,31669,Nuits de terreur,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,en
tt0282552,Riders,0,2002,83,5.4,5888,2-11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0282589,I Saw Mommy Kissing Santa Claus,0,2001,100,4.8,1336,Le secret de maman,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0282593,I'm with Lucy,0,2002,90,5.9,3453,Autour de Lucy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0282628,Jan Dara,0,2001,108,6.0,2132,Jan Dara,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,th
tt0282687,Life or Something Like It,0,2002,103,5.7,25858,7 jours et une vie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0282698,Love Liza,0,2002,90,6.9,8046,Love Liza,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0282864,Promises,0,2001,106,8.3,2630,Promesses,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0282891,Behind the Red Door,0,2003,105,6.4,1542,Pour quelques minutes de bonheur,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
tt0283003,Spun,0,2002,101,6.7,38719,Spun,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0283026,Swimfan,0,2002,85,5.0,20116,Swimfan - La fille de la piscine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0283027,Swimming Pool - Der Tod feiert mit,0,2001,92,4.3,2947,Swimming pool: la piscine du danger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,en
tt0283077,Triggermen,0,2002,96,5.8,1364,Gros Contrats Pour Petits Flingues,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0283084,Tuck Everlasting,0,2002,90,6.6,23761,Immortels,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0283111,National Lampoon's Van Wilder,0,2002,92,6.3,109058,"American Party : Van Wilder, relations publiques",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0283139,White Oleander,0,2002,109,7.1,32250,Laurier blanc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.themoviedb.org/t/p/original/oGJDrJ9gMSs87iwE0sRZrG6EBhf.jpg,en
tt0283160,Extreme Ops,0,2002,93,4.4,5525,The eXtremists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0283283,Qian xi man bo,0,2001,119,7.0,5297,Millennium Mambo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,zh
tt0283422,Je rentre à la maison,0,2001,90,6.9,1782,Je rentre à la maison,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0283431,Safar e Ghandehar,0,2001,85,6.8,6789,Kandahar,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,en
tt0283509,No Man's Land,0,2001,98,7.9,46800,No Man's Land,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.themoviedb.org/t/p/original/jRffyv5gaJb6Sna1S6UMRCPHuso.jpg,bs
tt0283530,The Emperor's Club,0,2002,109,6.9,17116,Le club des empereurs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0283534,The Parole Officer,0,2001,93,6.3,6845,Mr Garden,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0283559,Pressure,0,2002,90,5.7,1028,La dernière traque,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
tt0283632,They,0,2002,89,4.8,12869,Le peuple des ténèbres,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,en
tt0283832,8 femmes,0,2002,111,7.0,32129,8 femmes,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://www.themoviedb.org/t/p/original/bJu4Gm7NQb2woPiIovrPD5jNWzf.jpg,fr
tt0283883,And Now... Ladies and Gentlemen...,0,2002,133,6.1,2252,And Now... Ladies and Gentlemen...,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0283897,Assassination Tango,0,2002,114,5.7,3200,Assassination Tango,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0283900,L'auberge espagnole,0,2002,122,7.3,41038,L'auberge espagnole,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.themoviedb.org/t/p/original/qKq4uLZDAJhBfpRsfPRYouQ5jW5.jpg,fr
tt0283952,Blue Hill Avenue,0,2001,128,6.2,1394,Blue Hill Avenue,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0283957,Le boulet,0,2002,107,5.9,5091,Le boulet,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0284034,Demonlover,0,2002,129,5.9,5447,Demonlover,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,en
tt0284066,Shuang tong,0,2002,113,6.4,2806,Shuang tong,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,zh
tt0284277,Lundi matin,0,2002,120,6.8,1052,Lundi matin,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,fr
tt0284363,Obsluhoval jsem anglického krále,0,2006,113,7.3,7769,Moi qui ai servi le roi d'Angleterre,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,cs
tt0284490,Showtime,0,2002,95,5.5,62751,Showtime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0284491,Sin noticias de Dios,0,2001,112,6.4,5502,Sans nouvelles de Dieu,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,es
tt0284655,WiseGirls,0,2002,96,5.8,2956,WiseGirls,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0284815,Suchwiin bulmyeong,0,2001,117,7.2,3646,Adresse inconnue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,ko
tt0284837,Ali G Indahouse,0,2002,85,6.2,90451,Ali G,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0284880,Bangrajan,0,2000,113,6.6,2014,Bang Rajan,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,th
tt0284978,Cypher,0,2002,95,6.7,31032,Cypher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,en
tt0285005,Dead or Alive 2: Tôbôsha,0,2000,97,6.7,3825,Dead or Alive 2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ja
tt0285052,Effroyables jardins,0,2003,95,7.0,1568,Effroyables jardins,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
tt0285175,Havoc,0,2005,85,5.4,19171,Jeux de gangs,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0285441,Atanarjuat,0,2001,172,7.5,6587,Atanarjuat - La légende de l'homme rapide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0285462,Boat Trip,0,2002,94,4.9,31291,Boat Trip,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0285492,Cube 2: Hypercube,0,2002,94,5.5,66686,Cube² : Hypercube,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,en
tt0285531,Dreamcatcher,0,2003,136,5.5,92048,"Dreamcatcher, l'attrape-rêves",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,en
tt0285728,Dahmer,0,2002,101,5.6,10195,Dahmer le cannibale,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0285742,Monster's Ball,0,2001,111,7.1,88579,À l'ombre de la haine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0285823,Once Upon a Time in Mexico,0,2003,102,6.3,160425,Il était une fois au Mexique - Desperado 2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
